iso3,country,year,legacy_category,capacity_v2_rank_50_50,capacity_v2_rank_legacy_56_44,capacity_v2_minmax_50_50,ssr_percentile_rank,production_per_person_percentile_rank,arable_land_hectares_per_person,electricity_access_pct,female_agricultural_employment_pct,fertilizer_consumption_kg_per_hectare_arable_land,rural_population_growth_pct,rural_population_pct
EGY,"Egypt, Arab Rep.",2020,category_3,0.206896551724138,0.198782961460446,0.116149677216122,0.137931034482759,0.275862068965517,0.0307825658231884,100,19.5230193418854,506.627043090639,1.5606922205924,57.4818465369326
EGY,"Egypt, Arab Rep.",2021,category_3,0.224137931034483,0.218052738336714,0.120206375606381,0.172413793103448,0.275862068965517,0.0277314615404914,100,18.9766521942891,541.891452713682,1.40299462586257,57.4313937378532
ETH,Ethiopia,2010,category_3,0.344827586206897,0.352941176470588,0.185361657026048,0.413793103448276,0.275862068965517,0.160870764899013,25.5,67.8153087526366,21.847099210436,2.42069206834949,82.5062160491943
ETH,Ethiopia,2011,category_3,0.448275862068966,0.464503042596349,0.208882402172383,0.586206896551724,0.310344827586207,0.16310472241698,23,66.3760926223891,20.8190506279125,2.39407627710648,82.136209487915
ETH,Ethiopia,2012,category_3,0.431034482758621,0.445233265720081,0.152199159523076,0.551724137931034,0.310344827586207,0.160189953175493,29,65.2135125129722,30.5863417177115,2.38623114463232,81.7938632965088
ETH,Ethiopia,2013,category_3,0.46551724137931,0.479716024340771,0.229218723249072,0.586206896551724,0.344827586206897,0.157163716959391,30.8,63.5975372594319,18.2591299851335,2.21671556771701,81.384485244751
ETH,Ethiopia,2014,category_3,0.448275862068966,0.460446247464503,0.29465495533455,0.551724137931034,0.344827586206897,0.154239291045171,27.2,61.7031784238185,25.359579379328,2.17698926798305,80.9737129211426
ETH,Ethiopia,2015,category_3,0.517241379310345,0.525354969574036,0.285540640347518,0.586206896551724,0.448275862068966,0.151356827161931,29,59.5948856275591,28.1125882577444,2.15821054456929,80.548433303833
ETH,Ethiopia,2016,category_3,0.46551724137931,0.471602434077079,0.182784883384561,0.517241379310345,0.413793103448276,0.148484566291537,42.9,57.7782118676973,33.7882746434431,2.179108413073,80.1236381530762
ETH,Ethiopia,2017,category_3,0.5,0.510141987829615,0.238267107176656,0.586206896551724,0.413793103448276,0.145616052000428,44.3,55.5987252396052,34.5145655386619,2.18446073354455,79.6915149688721
